"Index" "Open" "High" "Low" "Price"
"2014-12-18" 26.469999 26.790001 26.155001 26.7875
"2014-12-19" 26.75 27.120001 26.299999 26.682501
"2014-12-22" 26.762501 27.0375 26.5725 26.647499
"2014-12-23" 26.844999 26.92 26.217501 26.2325
"2014-12-24" 26.317499 26.6625 26.280001 26.49
"2014-12-26" 26.522499 26.7325 26.395 26.5075
"2014-12-29" 26.469999 26.764999 26.092501 26.344999
"2014-12-30" 26.3125 26.68 26.3125 26.327499
"2014-12-31" 26.3825 26.725 25.955 25.9625
"2015-01-02" 26.58 26.745001 25.940001 26.110001
"2015-01-05" 25.9275 26.4575 25.862499 26.040001
"2015-01-06" 26.477501 26.895 25.9475 26.125
"2015-01-07" 26.465 26.6875 26.2125 26.2675
"2015-01-08" 26.450001 26.790001 26.362499 26.672501
"2015-01-09" 26.754999 26.754999 26.215 26.467501
"2015-01-12" 26.545 26.6675 26.065001 26.1975
"2015-01-13" 26.522499 26.932501 26.33 26.68
"2015-01-14" 26.4175 26.8025 26.1325 26.6625
"2015-01-15" 26.7775 27.025 26.465 26.7225
"2015-01-16" 26.7225 27.1075 26.567499 27.0725
"2015-01-20" 27.252501 27.327499 26.620001 26.860001
"2015-01-21" 26.895 27.51 26.7575 27.342501
"2015-01-22" 27.375 27.844999 27.0725 27.84
"2015-01-23" 27.799999 28.200001 27.57 27.6075
"2015-01-26" 27.627501 27.995001 27.49 27.950001
"2015-01-27" 27.844999 27.995001 27.575001 27.817499
"2015-01-28" 27.934999 28.065001 27.325001 27.422501
"2015-01-29" 27.497499 27.709999 27.3125 27.695
"2015-01-30" 27.535 27.5975 27.235001 27.290001
"2015-02-02" 27.4125 27.424999 26.66 27.26
"2015-02-03" 27.67 28.405001 27.040001 27.872499
"2015-02-04" 27.997499 29.035 27.915001 28.775
"2015-02-05" 28.684999 29.172501 28.545 28.6775
"2015-02-06" 28.6775 29.059999 28.280001 28.709999
"2015-02-09" 28.602501 28.747499 28.200001 28.3475
"2015-02-10" 28.352501 29.25 28.352501 29.2225
"2015-02-11" 29.16 29.9275 29.127501 29.772499
"2015-02-12" 29.959999 29.959999 29.195 29.547501
"2015-02-13" 29.43 29.85 29.252501 29.545
"2015-02-17" 29.6 30.2125 29.549999 30.057501
"2015-02-18" 30.057501 30.25 29.817499 30.092501
"2015-02-19" 30.094999 30.27 29.875 30.1675
"2015-02-20" 30.045 30.5 29.84 29.924999
"2015-02-23" 29.93 31.129999 29.93 30.995001
"2015-02-24" 31.08 31.135 30.629999 30.68
"2015-02-25" 30.719999 31.014999 30.66 30.825001
"2015-02-26" 30.764999 30.924999 30.4 30.59
"2015-02-27" 30.51 30.969999 30.51 30.73
"2015-03-02" 30.705 31.094999 30.514999 31.07
"2015-03-03" 30.924999 31.1 30.504999 31.08
"2015-03-04" 31.075001 31.264999 30.674999 31.139999
"2015-03-05" 31.15 31.73 31.145 31.625
"2015-03-06" 31.629999 31.629999 31.25 31.415001
"2015-03-09" 31.625 31.85 31.5 31.690001
"2015-03-10" 31.485001 31.690001 31.264999 31.475
"2015-03-11" 31.700001 32.099998 31.43 32.075001
"2015-03-12" 32.189999 32.549999 32.105 32.445
"2015-03-13" 32.455002 32.965 32.305 32.695
"2015-03-16" 32.945 33.985001 32.945 33.674999
"2015-03-17" 33.625 33.735001 33.205002 33.689999
"2015-03-18" 33.77 34.875 33.580002 34.740002
"2015-03-19" 34.790001 35.494999 34.509998 35.294998
"2015-03-20" 35.48 35.5 35.099998 35.125
"2015-03-23" 35.139999 35.625 34.965 35.255001
"2015-03-24" 35.255001 35.529999 34.990002 35.055
"2015-03-25" 35.174999 35.514999 34.355 34.415001
"2015-03-26" 34.084999 34.294998 32.615002 34.095001
"2015-03-27" 34.205002 34.764999 34.205002 34.610001
"2015-03-30" 35.48 35.830002 35.285 35.615002
"2015-03-31" 35.5 35.625 35.224998 35.345001
"2015-04-01" 35.279999 35.369999 34.549999 35.235001
"2015-04-02" 35.23 35.490002 35.040001 35.18
"2015-04-06" 35.09 35.450001 34.884998 35.299999
"2015-04-07" 35.59 35.915001 35.240002 35.259998
"2015-04-08" 35.330002 35.740002 35.290001 35.66
"2015-04-09" 35.625 35.880001 35.165001 35.310001
"2015-04-10" 35.384998 35.525002 34.880001 35.084999
"2015-04-13" 35.095001 35.700001 35.055 35.174999
"2015-04-14" 35.200001 35.415001 34.564999 35
"2015-04-15" 35.299999 35.325001 33.834999 33.895
"2015-04-16" 34.325001 34.82 34.325001 34.650002
"2015-04-17" 34.5 34.59 33.849998 34.075001
"2015-04-20" 34.5 35.040001 34.5 34.904999
"2015-04-21" 35.080002 35.639999 35.049999 35.389999
"2015-04-22" 35.400002 35.535 35.099998 35.450001
"2015-04-23" 35.41 36.345001 35.235001 36.27
"2015-04-24" 36.275002 36.895 36.025002 36.834999
"2015-04-27" 37 37.130001 35.099998 35.395
"2015-04-28" 35.889999 36.424999 33.895 34.52
"2015-04-29" 34.514999 34.514999 31.385 31.975
"2015-04-30" 31.959999 32.400002 30.924999 30.995001
"2015-05-01" 31.075001 31.620001 31.065001 31.450001
"2015-05-04" 31.5 32.610001 31.5 32.415001
"2015-05-05" 32.259998 32.465 31.545 31.65
"2015-05-06" 31.775 32.189999 31.455 31.775
"2015-05-07" 31.639999 32.134998 31.639999 31.959999
"2015-05-08" 32.264999 32.98 32.264999 32.790001
"2015-05-11" 32.794998 33.294998 32.794998 32.98
"2015-05-12" 32.799999 33.810001 32.669998 33.724998
"2015-05-13" 33.900002 34.275002 33.610001 33.744999
"2015-05-14" 34.09 34.259998 33.900002 34.080002
"2015-05-15" 34.16 34.23 33.665001 34.055
"2015-05-18" 34.16 34.985001 34.09 34.880001
"2015-05-19" 34.990002 35.465 34.895 35.185001
"2015-05-20" 35.279999 35.740002 35.145 35.474998
"2015-05-21" 35.345001 35.860001 35.150002 35.790001
"2015-05-22" 35.654999 35.959999 35.450001 35.555
"2015-05-26" 35.535 35.84 35.34 35.57
"2015-05-27" 35.735001 36.25 35.645 36.075001
"2015-05-28" 36.005001 36.25 35.685001 36.205002
"2015-05-29" 36.25 37.75 35.720001 37.669998
"2015-06-01" 37.779999 38.125 37.209999 37.950001
"2015-06-02" 37.849998 37.904999 36.665001 36.860001
"2015-06-03" 37.040001 37.209999 36.564999 36.779999
"2015-06-04" 36.584999 36.889999 36.264999 36.41
"2015-06-05" 36.450001 36.810001 36.049999 36.695
"2015-06-08" 36.880001 37.189999 36.584999 36.625
"2015-06-09" 36.59 36.654999 35.91 36.465
"2015-06-10" 36.700001 37.165001 36.419998 36.950001
"2015-06-11" 37.349998 38.040001 37.305 37.889999
"2015-06-12" 37.544998 38.235001 37.400002 37.695
"2015-06-15" 37.639999 39.174999 37.470001 38.880001
"2015-06-16" 38.935001 39.740002 38.91 39.610001
"2015-06-17" 39.834999 40 39.125 39.244999
"2015-06-18" 39.419998 39.970001 39.255001 39.535
"2015-06-19" 39.59 40.209999 39.330002 39.740002
"2015-06-22" 40.34 40.735001 40.119999 40.165001
"2015-06-23" 40.305 40.419998 39.720001 39.945
"2015-06-24" 39.945 40.040001 39.084999 39.16
"2015-06-25" 39.334999 40.900002 39.154999 40.740002
"2015-06-26" 40.935001 41.09 40.165001 40.18
"2015-06-29" 39.73 40.505001 39.400002 40.244999
"2015-06-30" 40.650002 40.869999 40.005001 40.200001
"2015-07-01" 40.654999 40.849998 40.200001 40.450001
"2015-07-02" 41.400002 41.5 36.904999 37.220001
"2015-07-06" 37.014999 37.025002 34.055 34.919998
"2015-07-07" 35.075001 35.740002 33.544998 35.110001
"2015-07-08" 35.115002 36.139999 35 35.34
"2015-07-09" 35.880001 36.139999 35.404999 35.424999
"2015-07-10" 35.625 36.525002 35.599998 36.455002
"2015-07-13" 37 37.145 36.095001 36.5
"2015-07-14" 36.555 37.099998 36.255001 36.950001
"2015-07-15" 37.34 37.845001 36.965 37.264999
"2015-07-16" 37.695 37.695 36.625 37.310001
"2015-07-17" 37.314999 37.73 37.095001 37.584999
"2015-07-20" 37.584999 37.605 37.029999 37.299999
"2015-07-21" 36.130001 36.424999 35.25 35.889999
"2015-07-22" 35.865002 36.224998 35.605 35.689999
"2015-07-23" 36 36.105 35.215 35.310001
"2015-07-24" 35.380001 35.639999 34.220001 34.52
"2015-07-27" 34.639999 34.855 34.395 34.549999
"2015-07-28" 35.145 35.244999 33.720001 34.834999
"2015-07-29" 34.990002 35.215 34.255001 34.605
"2015-07-30" 34.634998 35.040001 34.115002 34.965
"2015-07-31" 35.09 35.685001 34.845001 35.064999
"2015-08-03" 35.23 35.845001 35.150002 35.485001
"2015-08-04" 35.470001 35.619999 35.005001 35.244999
"2015-08-05" 35.505001 36.305 35.424999 35.73
"2015-08-06" 35.91 35.939999 34.985001 35.244999
"2015-08-07" 35.154999 35.775002 34.709999 35.755001
"2015-08-10" 35.939999 36.044998 35.415001 35.845001
"2015-08-11" 35.514999 36.055 35.310001 35.525002
"2015-08-12" 35.389999 35.404999 34.064999 34.595001
"2015-08-13" 34.700001 35.395 34.540001 35.044998
"2015-08-14" 34.875 35.25 34.365002 34.720001
"2015-08-17" 34.459999 35.990002 34.119999 35.950001
"2015-08-18" 35.759998 36.724998 35.66 36.279999
"2015-08-19" 36.009998 36.205002 35.325001 35.400002
"2015-08-20" 35.044998 35.23 33.220001 33.279999
"2015-08-21" 32.935001 33.455002 31.915001 32.485001
"2015-08-24" 30.525 30.735001 28.785 30.415001
"2015-08-25" 31.83 31.83 30.254999 30.285
"2015-08-26" 30.965 31.5 30.155001 31.424999
"2015-08-27" 31.709999 31.91 30.969999 31.615
"2015-08-28" 31.504999 31.74 30.825001 31.26
"2015-08-31" 31.25 31.75 30.83 30.860001
"2015-09-01" 30.174999 30.450001 29.370001 29.66
"2015-09-02" 30.055 30.24 29.440001 30.084999
"2015-09-03" 30.24 30.565001 29.834999 29.92
"2015-09-04" 29.610001 30.275 29.495001 29.975
"2015-09-08" 30.504999 31.014999 30.125 30.93
"2015-09-09" 31.174999 31.445 30.655001 30.73
"2015-09-10" 30.68 31.495001 30.575001 30.959999
"2015-09-11" 30.655001 31.725 30.635 31.715
"2015-09-14" 31.709999 31.934999 31.43 31.6
"2015-09-15" 31.74 31.775 31.290001 31.66
"2015-09-16" 31.735001 32.080002 31.254999 31.924999
"2015-09-17" 31.98 32.445 31.645 31.934999
"2015-09-18" 31.49 32 31.115 31.174999
"2015-09-21" 31.535 31.719999 30.844999 31.395
"2015-09-22" 30.995001 31.41 30.655001 30.924999
"2015-09-23" 30.905001 31.615 30.844999 31.395
"2015-09-24" 31.065001 31.254999 30.15 30.75
"2015-09-25" 30.995001 31.040001 29.23 29.305
"2015-09-28" 29.295 29.299999 25.465 26.33
"2015-09-29" 26.334999 26.969999 25.965 26.434999
"2015-09-30" 26.955 27.844999 26.844999 27.115
"2015-10-01" 27.035 27.225 26.545 26.885
"2015-10-02" 26.615 28.004999 25.955 27.985001
"2015-10-05" 28.17 28.485001 27.52 27.74
"2015-10-06" 27.684999 27.74 26.014999 26.535
"2015-10-07" 26.639999 26.995001 25.875 26.955
"2015-10-08" 26.975 27.605 26.73 27.469999
"2015-10-09" 27.385 28.809999 27.385 28.674999
"2015-10-12" 28.674999 29.025 28.344999 28.639999
"2015-10-13" 28.66 29.635 28.504999 28.629999
"2015-10-14" 28.719999 29.24 28.184999 28.379999
"2015-10-15" 28 28.84 27.594999 28.834999
"2015-10-16" 28.92 29.305 28.74 29.049999
"2015-10-19" 29.025 30.555 28.98 30.325001
"2015-10-20" 30.375 30.559999 29.785 29.955
"2015-10-21" 30.190001 30.32 27.745001 29.15
"2015-10-22" 28.92 29.01 27 27.764999
"2015-10-23" 27.959999 28.73 27.795 28.625
"2015-10-26" 28.68 29.165001 28.285 29.025
"2015-10-27" 29.370001 30.655001 29.125 30.42
"2015-10-28" 30.299999 30.629999 28.889999 30.549999
"2015-10-29" 30.52 31 30.084999 30.215
"2015-10-30" 30.27 30.545 29.700001 29.74
"2015-11-02" 29.75 30.780001 29.389999 30.459999
"2015-11-03" 30.254999 30.775 30.025 30.68
"2015-11-04" 30.715 30.74 29.629999 30.385
"2015-11-05" 30.370001 31.049999 30.24 30.870001
"2015-11-06" 30.57 30.969999 30.315001 30.875
"2015-11-09" 30.68 30.870001 30.26 30.540001
"2015-11-10" 30.5 30.77 30.129999 30.424999
"2015-11-11" 30.625 30.625 29.535 29.549999
"2015-11-12" 29.355 29.43 28.605 28.629999
"2015-11-13" 28.48 28.860001 27.860001 28.635
"2015-11-16" 28.575001 29.344999 28.475 29.254999
"2015-11-17" 29.290001 29.879999 28.945 29.440001
"2015-11-18" 29.440001 29.969999 29.049999 29.735001
"2015-11-19" 29.110001 29.23 26.959999 27.235001
"2015-11-20" 27.775 29.370001 27.725 28.709999
"2015-11-23" 28.735001 29.395 28.455 28.485001
"2015-11-24" 28.275 28.67 28.165001 28.49
"2015-11-25" 28.584999 28.695 28.285 28.379999
"2015-11-27" 28.475 29.525 28.27 29.360001
"2015-11-30" 29.495001 29.635 28.690001 28.875
"2015-12-01" 29.16 29.625 28.74 29.504999
"2015-12-02" 29.5 29.889999 29.07 29.51
"2015-12-03" 29.6 29.799999 28.370001 28.415001
"2015-12-04" 28.34 29.549999 28.280001 29.344999
"2015-12-07" 29.395 29.5 28.639999 28.875
"2015-12-08" 28.695 29 28.355 28.700001
"2015-12-09" 28.415001 28.98 28.16 28.76
"2015-12-10" 28.73 29.254999 28.52 28.735001
"2015-12-11" 28.445 28.84 28.26 28.434999
"2015-12-14" 28.495001 28.975 27.945 28.4
"2015-12-15" 28.66 29.405001 28.475 29.360001
"2015-12-16" 29.655001 30.815001 29.514999 30.684999
"2015-12-17" 30.725 31.385 30.625 30.93
"2015-12-18" 31.084999 32.735001 31.084999 32.375
"2015-12-21" 32.32 32.990002 32.099998 32.599998
"2015-12-22" 32.900002 32.900002 32.189999 32.575001
"2015-12-23" 32.880001 33.205002 32.665001 32.895
"2015-12-24" 32.900002 33.055 32.540001 32.785
"2015-12-28" 32.735001 33.23 32.325001 33.029999
"2015-12-29" 33.16 33.764999 33.09 33.369999
"2015-12-30" 33.375 33.580002 32.950001 33.145
"2015-12-31" 32.985001 33.345001 32.845001 32.904999
"2016-01-04" 32.305 33.029999 32.299999 33.014999
"2016-01-05" 33.014999 34.209999 33.014999 33.485001
"2016-01-06" 33.169998 33.435001 32.610001 32.985001
"2016-01-07" 32.355 32.75 31.705 31.785
"2016-01-08" 31.955 32.380001 31.145 31.275
"2016-01-11" 31.344999 31.344999 29.915001 30.41
"2016-01-12" 30.715 31.559999 30.684999 31.52
"2016-01-13" 31.530001 31.805 30.155001 30.629999
"2016-01-14" 30.575001 31.309999 30.23 31.290001
"2016-01-15" 30.434999 30.82 29.545 30.455
"2016-01-19" 30.85 32.205002 30.514999 31.254999
"2016-01-20" 30.59 31.565001 28.93 31.27
"2016-01-21" 31.280001 31.459999 29.77 29.875
"2016-01-22" 30.370001 31.58 30.01 31.545
"2016-01-25" 31.434999 31.49 30.565001 30.690001
"2016-01-26" 30.360001 30.559999 29.504999 29.995001
"2016-01-27" 31.549999 31.635 30.280001 30.92
"2016-01-28" 31.049999 31.110001 28.940001 29.514999
"2016-01-29" 29.565001 31.030001 29.459999 31.030001
"2016-02-01" 30.76 32.145 30.76 31.795
"2016-02-02" 31.415001 31.645 30.200001 30.42
"2016-02-03" 30.504999 30.74 28.950001 29.969999
"2016-02-04" 29.865 30.555 29.459999 30.165001
"2016-02-05" 30.014999 30.115 28.155001 28.5
"2016-02-08" 27.889999 28.01 26.360001 26.860001
"2016-02-09" 26.26 28.254999 23.68 27.754999
"2016-02-10" 27.75 28.52 27.075001 27.450001
"2016-02-11" 26.865 27.27 26.48 26.860001
"2016-02-12" 27.245001 27.275 26.33 26.915001
"2016-02-16" 27.110001 27.625 26.82 27.575001
"2016-02-17" 27.885 28.955 27.52 28.809999
"2016-02-18" 29.025 29.049999 27.895 27.959999
"2016-02-19" 27.844999 28.129999 27.1 27.715
"2016-02-22" 28.26 29.245001 28.225 28.860001
"2016-02-23" 28.834999 29.23 28.555 28.57
"2016-02-24" 28.200001 28.66 27.889999 28.635
"2016-02-25" 28.924999 29.190001 28.219999 28.754999
"2016-02-26" 29 29.07 28.584999 28.84
"2016-02-29" 28.875 29.235001 28.459999 28.48
"2016-03-01" 28.77 29.41 28.41 29.24
"2016-03-02" 29.09 29.620001 28.985001 29.594999
"2016-03-03" 29.51 30.165001 29.26 30.16
"2016-03-04" 30.08 30.225 29.184999 29.375
"2016-03-07" 29.219999 29.65 28.825001 29.205
"2016-03-08" 29.09 29.190001 28.615 28.629999
"2016-03-09" 28.75 29.16 28.495001 29.075001
"2016-03-10" 29.16 29.565001 28.540001 28.959999
"2016-03-11" 29.215 30.370001 28.99 30.334999
"2016-03-14" 30.209999 30.344999 29.889999 30.01
"2016-03-15" 29.860001 29.885 29.15 29.275
"2016-03-16" 29.275 29.77 28.73 29.025
"2016-03-17" 29.004999 29.004999 26.700001 28.09
"2016-03-18" 28.055 29.530001 28.02 29.27
"2016-03-21" 29.115 29.49 28.790001 28.99
"2016-03-22" 28.775 30.23 28.6 30.190001
"2016-03-23" 30.75 32.360001 30.674999 31.35
"2016-03-24" 31.35 32.325001 31.32 31.879999
"2016-03-28" 32.189999 32.384998 30.889999 31.195
"2016-03-29" 31.215 32.084999 31.115 31.299999
"2016-03-30" 31.549999 31.82 30.665001 31.23
"2016-03-31" 31.254999 31.469999 30.610001 30.785
"2016-04-01" 30.584999 30.955 30.290001 30.895
"2016-04-04" 31.125 31.190001 30.5 30.695
"2016-04-05" 30.549999 30.57 30.09 30.315001
"2016-04-06" 30.215 30.915001 30.145 30.73
"2016-04-07" 30.424999 31.280001 30.4 30.959999
"2016-04-08" 31.200001 31.355 30.360001 30.450001
"2016-04-11" 30.469999 30.735001 29.635 29.715
"2016-04-12" 29.75 29.860001 29.25 29.51
"2016-04-13" 29.700001 29.965 29.375 29.860001
"2016-04-14" 29.924999 30.065001 29.58 29.605
"2016-04-15" 29.605 29.715 28.9 29.299999
"2016-04-18" 29.299999 29.879999 29.16 29.695
"2016-04-19" 29.745001 29.959999 29.495001 29.575001
"2016-04-20" 29.59 30.07 29.405001 29.85
"2016-04-21" 29.860001 30.264999 29.52 30.25
"2016-04-22" 30.375 31.195 30.209999 31.174999
"2016-04-25" 31.174999 32.110001 31.035 31.43
"2016-04-26" 32 33.48 31.75 33.355
"2016-04-27" 33.235001 33.25 32.395 32.75
"2016-04-28" 32.5 33.235001 31.75 31.809999
"2016-04-29" 30.9 31.440001 30.549999 30.98
"2016-05-02" 31.025 31.459999 30.73 31.434999
"2016-05-03" 31.235001 31.735001 31.205 31.32
"2016-05-04" 31.105 31.15 30.469999 30.565001
"2016-05-05" 30.545 30.67 30.065001 30.34
"2016-05-06" 30.290001 30.34 29.475 29.879999
"2016-05-09" 29.955 30.525 29.889999 30.33
"2016-05-10" 30.445 30.49 29.309999 29.58
"2016-05-11" 29.674999 29.705 28.645 28.674999
"2016-05-12" 28.745001 28.870001 27.799999 28.215
"2016-05-13" 28.139999 28.625 27.92 28.32
"2016-05-16" 28.32 28.795 28.120001 28.57
"2016-05-17" 28.504999 28.815001 28.065001 28.215
"2016-05-18" 28.190001 28.785 28.01 28.504999
"2016-05-19" 28.309999 28.805 28.08 28.315001
"2016-05-20" 28.424999 28.700001 28.34 28.620001
"2016-05-23" 28.65 28.93 28.450001 28.709999
"2016-05-24" 28.785 29.445 28.75 29.379999
"2016-05-25" 29.625 30.290001 29.625 30.084999
"2016-05-26" 30.684999 30.85 30.15 30.5
"2016-05-27" 30.495001 31.084999 30.495001 30.895
"2016-05-31" 30.924999 31.43 30.870001 31.174999
"2016-06-01" 31.174999 31.67 30.875 31.625
"2016-06-02" 31.565001 32.580002 31.455 32.580002
"2016-06-03" 32.375 32.610001 32.139999 32.535
"2016-06-06" 32.505001 33.34 32.360001 33.325001
"2016-06-07" 33.16 33.43 33.07 33.310001
"2016-06-08" 33.314999 34.134998 33.23 34.110001
"2016-06-09" 34 34.220001 33.610001 34.18
"2016-06-10" 33.814999 34.185001 33.580002 33.959999
"2016-06-13" 33.689999 34.259998 33.634998 33.650002
"2016-06-14" 33.490002 33.785 33.16 33.514999
"2016-06-15" 33.57 33.959999 33.400002 33.505001
"2016-06-16" 33.200001 33.724998 32.990002 33.470001
"2016-06-17" 33.5 33.52 33.150002 33.505001
"2016-06-20" 34.134998 35 34.134998 34.610001
"2016-06-21" 34.619999 34.619999 34.154999 34.555
"2016-06-22" 34.5 34.985001 34.330002 34.59
"2016-06-23" 34.834999 35 34.299999 34.919998
"2016-06-24" 33.584999 35.060001 33.5 34.605
"2016-06-27" 34.209999 34.32 33.18 33.865002
"2016-06-28" 34.224998 34.384998 33.494999 33.904999
"2016-06-29" 34.650002 35.400002 34.439999 35.330002
"2016-06-30" 35.299999 35.764999 35.049999 35.685001
"2016-07-01" 35.5 35.744999 35.134998 35.645
"2016-07-05" 35.505001 35.529999 34.599998 34.849998
"2016-07-06" 34.689999 35.095001 34.395 34.715
"2016-07-07" 34.715 35.009998 34.334999 34.5
"2016-07-08" 34.650002 35.5 34.580002 35.465
"2016-07-11" 35.494999 36 35.299999 35.799999
"2016-07-12" 35.889999 36.279999 35.889999 36.215
"2016-07-13" 36.25 36.494999 35.849998 36.139999
"2016-07-14" 36.365002 36.43 35.715 36.025002
"2016-07-15" 36.16 36.16 35.584999 35.665001
"2016-07-18" 35.814999 36.139999 35.720001 36.055
"2016-07-19" 35.955002 36.049999 35.34 35.895
"2016-07-20" 35.994999 36.415001 35.994999 36.224998
"2016-07-21" 36.075001 36.825001 35.990002 36.5
"2016-07-22" 36.82 37.785 36.709999 37.695
"2016-07-25" 37.634998 37.689999 37.209999 37.630001
"2016-07-26" 36.244999 36.244999 31.719999 34.435001
"2016-07-27" 34.375 34.549999 32.514999 33.705002
"2016-07-28" 33.57 35.220001 33.439999 34.98
"2016-07-29" 34.685001 35.404999 34.514999 35.275002
"2016-08-01" 35.209999 35.455002 34.625 34.720001
"2016-08-02" 34.709999 35.009998 34.16 34.43
"2016-08-03" 34.41 36.334999 34.275002 35.77
"2016-08-04" 35.845001 36.375 35.450001 35.634998
"2016-08-05" 35.860001 36.044998 35.380001 35.474998
"2016-08-08" 35.505001 35.505001 35.060001 35.145
"2016-08-09" 35.235001 35.32 35.035 35.205002
"2016-08-10" 35.195 35.27 34.865002 35.044998
"2016-08-11" 35.044998 35.139999 34.52 34.790001
"2016-08-12" 34.790001 35.154999 34.650002 35.119999
"2016-08-15" 35.220001 35.490002 34.970001 35.48
"2016-08-16" 35.294998 35.494999 34.584999 34.75
"2016-08-17" 34.740002 34.744999 33.990002 34.084999
"2016-08-18" 34.025002 34.759998 34 34.715
"2016-08-19" 34.505001 35.080002 34.275002 35.040001
"2016-08-22" 35.025002 35.615002 34.904999 35.32
"2016-08-23" 35.490002 35.5 34.889999 34.965
"2016-08-24" 34.955002 35.215 34.32 34.369999
"2016-08-25" 34.255001 34.490002 33.790001 33.849998
"2016-08-26" 33.990002 34.25 33.605 33.830002
"2016-08-29" 33.91 34.174999 33.700001 33.740002
"2016-08-30" 33.740002 34.43 33.599998 34.424999
"2016-08-31" 34.389999 34.400002 33.895 34.145
"2016-09-01" 34.060001 34.294998 33.595001 33.669998
"2016-09-02" 33.810001 34.34 33.639999 34.310001
"2016-09-06" 33.759998 33.860001 31.684999 32.650002
"2016-09-07" 32.580002 33.544998 32.535 33.52
"2016-09-08" 33.439999 33.900002 33.310001 33.834999
"2016-09-09" 33.669998 33.970001 33.419998 33.424999
"2016-09-12" 33.224998 34.09 33.139999 34.02
"2016-09-13" 33.764999 33.959999 33.095001 33.389999
"2016-09-14" 33.389999 33.599998 32.98 33.080002
"2016-09-15" 33.115002 33.700001 32.904999 33.619999
"2016-09-16" 33.57 34.009998 33.5 33.650002
"2016-09-19" 33.685001 34.240002 33.630001 33.709999
"2016-09-20" 33.785 33.935001 33.435001 33.445
"2016-09-21" 33.5 34.174999 33.43 34.139999
"2016-09-22" 34.244999 34.669998 34.150002 34.5
"2016-09-23" 34.535 34.744999 34.264999 34.275002
"2016-09-26" 34.125 34.275002 33.849998 34.064999
"2016-09-27" 34.005001 34.575001 33.834999 34.540001
"2016-09-28" 34.645 34.799999 34.119999 34.52
"2016-09-29" 34.439999 34.595001 33.700001 33.825001
"2016-09-30" 33.91 34 33.305 33.48
"2016-10-03" 33.290001 33.400002 31.594999 31.655001
"2016-10-04" 32.009998 33.02 30.895 31.15
"2016-10-05" 31.165001 31.559999 30.785 30.950001
"2016-10-06" 30.84 31.23 30.684999 31.049999
"2016-10-07" 31.225 31.285 30.844999 30.959999
"2016-10-10" 31.115 31.625 31.115 31.540001
"2016-10-11" 31.424999 31.445 30.68 30.85
"2016-10-12" 30.75 31.01 30.344999 30.415001
"2016-10-13" 30.275 30.68 29.965 30.110001
"2016-10-14" 30.375 30.450001 30.01 30.030001
"2016-10-17" 29.99 30.195 29.825001 29.865
"2016-10-18" 30.469999 30.91 30.34 30.705
"2016-10-19" 30.695 31.200001 30.51 31.094999
"2016-10-20" 31.075001 31.355 30.895 30.965
"2016-10-21" 30.785 31.25 30.615 31.049999
"2016-10-24" 31.174999 31.65 31.065001 31.525
"2016-10-25" 32.064999 33.400002 32.064999 32.68
"2016-10-26" 32.695 33.365002 31.66 31.975
"2016-10-27" 31.719999 31.93 31.27 31.709999
"2016-10-28" 31.715 32.349998 31.360001 31.57
"2016-10-31" 31.690001 31.815001 30.950001 31.24
"2016-11-01" 31.344999 31.559999 30.584999 30.98
"2016-11-02" 31.01 31.344999 30.445 30.450001
"2016-11-03" 30.469999 31.075001 30.299999 30.33
"2016-11-04" 30.450001 31.16 30.360001 30.805
"2016-11-07" 31.514999 33.16 31.26 32.610001
"2016-11-08" 32.564999 33.705002 32.240002 33.400002
"2016-11-09" 26.549999 28.870001 25 27.025
"2016-11-10" 27.115 28.219999 27 27.715
"2016-11-11" 27.610001 27.705 25.165001 25.34
"2016-11-14" 25.700001 26.24 25.605 25.785
"2016-11-15" 26.025 27.995001 26 27.375
"2016-11-16" 27.370001 27.83 27.26 27.805
"2016-11-17" 27.85 28.975 27.85 28.700001
"2016-11-18" 28.625 28.879999 28.355 28.450001
"2016-11-21" 28.584999 28.940001 28.584999 28.905001
"2016-11-22" 28.99 29.035 27.860001 27.959999
"2016-11-23" 27.780001 28.23 27.639999 28.205
"2016-11-25" 28.285 28.459999 28.23 28.385
"2016-11-28" 28.35 28.525 27.674999 27.725
"2016-11-29" 28.045 28.924999 27.84 28.799999
"2016-11-30" 28.799999 29.059999 28.725 28.815001
"2016-12-01" 28.715 29.34 28.705 28.975
"2016-12-02" 28.985001 29.315001 28.59 28.74
"2016-12-05" 28.844999 29.014999 28.275 28.48
"2016-12-06" 28.5 28.684999 28.030001 28.295
"2016-12-07" 28.344999 28.504999 27.625 28.365
"2016-12-08" 28.469999 28.625 28.264999 28.469999
"2016-12-09" 28.440001 28.594999 28.135 28.4
"2016-12-12" 28.24 28.924999 28.01 28.129999
"2016-12-13" 28.145 28.969999 28.145 28.51
"2016-12-14" 28.549999 28.655001 27.995001 28.07
"2016-12-15" 28.004999 28.690001 27.9 28.620001
"2016-12-16" 28.725 28.74 27.200001 28.26
"2016-12-19" 28.15 28.41 28 28.1
"2016-12-20" 28.084999 28.51 28.065001 28.360001
"2016-12-21" 28.855 29.895 28.584999 29.25
"2016-12-22" 29.1 29.32 28.799999 29.030001
"2016-12-23" 29.110001 29.41 28.879999 29.32
"2016-12-27" 29.275 29.57 29.27 29.32
"2016-12-28" 29.280001 29.42 28.605 28.735001
